OBJECTID,Join_Count,TARGET_FID,JOIN_FID,EGRID,COMMUNE,NO_COMM,NO_PARCELLE,IDEDDP,SURFACE,MUTMAI,MUTORI,PROVENANCE,VALIDITE,TYPE_PROPRI,PLAN_RF,EXTRAIT_RDPPF_PDF,NO_CLASSEMENT,NOM,NATURE_OBJET,DATE_ACE,PROTECTION_FEDERALE,LIEN_WWW,LIEN_ARRETE,SHAPE_Length,SHAPE_Area,x,y
"189","1","23448","90",CH184665638035,Cartigny,"9","2765",9:2765,"543",,"0000000",terrestre,en vigueur,DP communal,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH184665638035,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,290.185269167381,543.083797492104,6.0230663471,46.1756770624
"190","1","23554","476",CH408263686515,Bernex,"7","2855",7:2855,"6880",,"0000000",terrestre,en vigueur,privé,"23",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH408263686515,MS-c 102,Coteau du Signal de Bernex,Parcelle,"03.10.1933,06.02.1935","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,344.007721638745,6880.37920332776,6.0672967945,46.1664719130
"191","1","23796","708",CH408263556554,Bernex,"7","2957",7:2957,"9482",,"0000000",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH408263556554,MS-c 102,Coteau du Signal de Bernex,Parcelle,03.10.1933,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,404.679665923543,9482.07480494376,6.0661516202,46.1684384588
"192","1","23849","597",CH228223656301,Bernex,"7","2832",7:2832,"4544",,"0000000",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH228223656301,MS-c 102,Coteau du Signal de Bernex,Parcelle,"03.10.1933,06.02.1935","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,294.820105102972,4544.28882857522,6.0698954262,46.1684773045
"193","1","23937","752",CH487365638671,Hermance,"28","2452",28:2452,"394",,"62010",terrestre,en vigueur,privé,"10",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH487365638671,MS-c 111,"Divers immeubles, parcelles et murs de l'ancienne enceinte d'Hermance",Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,89.7590969609719,393.943251964896,6.2446462313,46.3019880835
"194","1","24121","387",CH459665856338,Confignon,"18","11267",18:11267,"4793","0202016","231971",terrestre,en vigueur,DP communal,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH459665856338,MS-c 64,Bois au bord de l'Aire,Parcelle,"19.09.1934,16.01.1935,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,1311.82115554897,4792.99948917377,6.0870141471,46.1714657575
"195","1","24245","155",CH536585632554,Plan-les-Ouates,"36","6701",36:6701,"21965","0322004","0322004",terrestre,en vigueur,privé,"49",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH536585632554,MS-c 123,Tour de Saconnex-d'Arve,Parcelle,11.10.1955,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c123.pdf,938.914277702148,21965.3961589037,6.1268729484,46.1597387377
"196","1","24246","259",CH536587635506,Meinier,"32","67",32:67,"15955",,"0000000",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH536587635506,MS-c 1,Ruines du château de Rouelbeau,Parcelle,31.05.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c1.pdf,509.94639842942,15954.9874661371,6.2177585643,46.2422093020
"197","1","24467","204",CH616394658292,Pregny-Chambésy,"37","1111",37:1111,"665","311970","311970",terrestre,en vigueur,privé,"17",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH616394658292,MS-c 281,Ancien domaine Adolphe Perrot (parcelle),Parcelle,21.09.2017,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c281.pdf,125.751389054835,664.900375722367,6.1433187294,46.2389234770
"198","1","24517","707",CH536582639412,Pregny-Chambésy,"37","438",37:438,"29799","361968","361968",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH536582639412,MS-c 120,Domaine de l'Impératrice,Parcelle,26.06.1954,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c120.pdf,760.338269403076,29799.2355904289,6.1447564871,46.2305385670
"199","1","24647","415",CH268865631366,Hermance,"28","2028",28:2028,"370","101976","101976",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH268865631366,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,107.983348149452,369.905344431614,6.2431278628,46.3017505485
"200","1","24647","515",CH268865631366,Hermance,"28","2028",28:2028,"370","101976","101976",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH268865631366,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,107.983348149452,369.905344431614,6.2431278628,46.3017505485
"201","1","24746","375",CH546365825028,Bernex,"7","4713",7:4713,"13910","571974","571974",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH546365825028,MS-c 102,Coteau du Signal de Bernex,Parcelle,"06.02.1935,03.10.1933","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,481.958130996729,13909.7380089509,6.0675364377,46.1692564644
"202","1","24758","418",CH168265635328,Bernex,"7","2958",7:2958,"6994",,"0000000",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH168265635328,MS-c 102,Coteau du Signal de Bernex,Parcelle,03.10.1933,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,376.534924018033,6993.64063081874,6.0673030131,46.1677892235
"203","1","24902","618",CH716378658505,Bernex,"7","2821",7:2821,"6097",,"0000000",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH716378658505,MS-c 102,Coteau du Signal de Bernex,Parcelle,"03.10.1933,06.02.1935","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,365.450580393011,6097.12493466548,6.0670636951,46.1698117900
"204","1","24936","825",CH168065632216,Meinier,"32","200",32:200,"1728",,"0000000",terrestre,en vigueur,privé,"22",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH168065632216,MS-c 227,Maison Habel,Parcelle,12.07.1989,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c227.pdf,172.225972469009,1727.90439565593,6.2218254565,46.2325738831
"205","1","25022","359",CH336585632129,Genève-Petit-Saconnex,"23","5064",23:5064,"7997","0362000","0362000",terrestre,en vigueur,privé,"73",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH336585632129,MS-c 244,La Pastorale,Parcelle,16.06.1997,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c244.pdf,407.180419568651,7996.88780245086,6.1336773146,46.2256026030
"206","1","25129","470",CH976382956524,Bernex,"7","2828",7:2828,"1908",,"0000000",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH976382956524,MS-c 102,Coteau du Signal de Bernex,Parcelle,"06.02.1935,03.10.1933","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,279.291220106736,1907.63139405974,6.0715465707,46.1687565987
"207","1","25215","19",CH936588639713,Cartigny,"9","2434",9:2434,"80","61974","61974",terrestre,en vigueur,privé,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH936588639713,MS-c 218,Grande ferme Wuarin,"Maison, immeuble",16.06.1986,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c218.pdf,36.1192510252322,80.2171249821848,6.0202890885,46.1750299862
"208","1","25501","629",CH608863436554,Genève-Cité,"21","3214",21:3214,"7341","941962","941962",terrestre,en vigueur,privé,"83",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH608863436554,MS-c 140,Les Délices de Voltaire,Parcelle,30.04.1957,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c140.pdf,382.694369254218,7341.36378655332,6.1332880798,46.2076321087
"209","1","25545","981",CH536582635254,Collonge-Bellerive,"16","7563",16:7563,"2663","521980","521980",terrestre,en vigueur,privé,"37",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH536582635254,MS-c 226,Maison forte de Vésenaz,Parcelle,"24.08.1988,01.07.1987","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c226.pdf,326.245983314346,2662.86302151518,6.1984149067,46.2387279788
"210","1","25548","573",CH555265826337,Collonge-Bellerive,"16","7562",16:7562,"579","521980","521980",terrestre,en vigueur,privé,"37",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH555265826337,MS-c 226,Maison forte de Vésenaz,Parcelle,"24.08.1988,01.07.1987","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c226.pdf,131.500459949444,578.982220525062,6.1980515910,46.2388279373
"211","1","25548","678",CH555265826337,Collonge-Bellerive,"16","7562",16:7562,"579","521980","521980",terrestre,en vigueur,privé,"37",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH555265826337,MS-c 226,Maison forte de Vésenaz,"Maison, immeuble","01.07.1987,24.08.1988","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c226.pdf,131.500459949444,578.982220525062,6.1980515910,46.2388279373
"212","1","25927","195",CH468865637731,Choulex,"14","115",14:115,"18644",,"0000000",terrestre,en vigueur,privé,"5",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468865637731,MS-c 144,Bois et marais de Choulex,Parcelle,10.01.1958,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c144.pdf,596.597515884568,18643.8239546004,6.2241457269,46.2299651922
"213","1","26127","305",CH636588634372,Hermance,"28","680",28:680,"62",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH636588634372,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,"Maison, immeuble",02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,31.728923135477,61.6710150239819,6.2422816306,46.3028198971
"214","1","26127","664",CH636588634372,Hermance,"28","680",28:680,"62",,"0000000",terrestre,en vigueur,privé,"9",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH636588634372,MS-c 111,Divers immeubles et murs de l'ancienne enceinte d'Hermance,Parcelle,02.11.1945,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c111.pdf,31.728923135477,61.6710150239819,6.2422816306,46.3028198971
"215","1","26720","55",CH283665638473,Bernex,"7","2829",7:2829,"2338",,"0000000",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH283665638473,MS-c 102,Coteau du Signal de Bernex,Parcelle,"03.10.1933,06.02.1935","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,289.206670153341,2337.57586984694,6.0716093309,46.1685681449
"216","1","26760","180",CH208463366528,Bernex,"7","2959",7:2959,"2991",,"0000000",terrestre,en vigueur,privé,"29",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH208463366528,MS-c 102,Coteau du Signal de Bernex,Parcelle,03.10.1933,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,313.914319112043,2991.27599923096,6.0669144570,46.1676149327
"217","1","26768","75",CH976385816539,Lancy,"31","3810",31:3810,"3360","0242015","491995",terrestre,en vigueur,DP cantonal,"25",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH976385816539,MS-c 145,Vallon de l'Aire,Parcelle,29.04.1958,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c145.pdf,926.939550144782,3359.88933414089,6.1193232543,46.1843476110
"218","1","26769","75",CH776385836504,Lancy,"31","3039",31:3039,"6439","0242015","51971",terrestre,en vigueur,privé,"25",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH776385836504,MS-c 145,Vallon de l'Aire,Parcelle,29.04.1958,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c145.pdf,348.651227646724,6438.85028996055,6.1194686361,46.1841985763
"219","1","26820","429",CH296585186358,Lancy,"31","830",31:830,"67158","0242015","0111978",terrestre,en vigueur,privé,"24",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH296585186358,MS-c 145,Vallon de l'Aire,Parcelle,20.04.1958,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c145.pdf,1144.95203029469,67157.6307563825,6.1153454649,46.1837052151
"220","1","26828","612",CH659365826360,Pregny-Chambésy,"37","1427",37:1427,"7677","0212020","81984",terrestre,en vigueur,privé,"17",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH659365826360,MS-c 281,Ancien domaine Adolphe Perrot (parcelle),Parcelle,21.06.2017,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c281.pdf,352.678987663823,7677.37595665037,6.1440302945,46.2403333323
"221","1","26864","857",CH486765638936,Cartigny,"9","2640",9:2640,"2226","0012016","121995",terrestre,en vigueur,DP communal,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH486765638936,MS-c 42,Temple de Cartigny - parcelle,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c42.pdf,695.961302478411,2225.7312553139,6.0174020431,46.1739200277
"222","1","27053","122",CH616375658269,Bernex,"7","7589",7:7589,"1059",,"0000000",terrestre,en vigueur,DP communal,"23",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH616375658269,MS-c 102,Coteau du Signal de Bernex,Parcelle,"06.02.1935,03.10.1933","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,538.205540797318,1058.93578690715,6.0679450259,46.1671332401
"223","1","27084","385",CH576380276591,Satigny,"41","7087",41:7087,"152066",,"0000000",terrestre,en vigueur,privé,"128",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576380276591,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,1604.34153081166,152065.95758108,6.0034713172,46.2182351017
"224","1","27128","828",CH816396658107,Dardagny,"20","46",20:46,"13952","261959","261959",terrestre,en vigueur,privé,"2",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH816396658107,MS-c 141,Ferme Bellevaux à Malval,Parcelle,31.05.1957,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c141.pdf,577.851721298676,13951.7982178237,5.9917246721,46.2121224570
"225","1","27182","292",CH776382876519,Bernex,"7","2856",7:2856,"4030",,"0000000",terrestre,en vigueur,privé,"23",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH776382876519,MS-c 102,Coteau du Signal de Bernex,Parcelle,"06.02.1935,03.10.1933","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c102.pdf,304.161545004333,4029.67721502748,6.0678847158,46.1666161287
"226","1","27467","272",CH558365916346,Grand-Saconnex,"26","2456",26:2456,"485",,"62018",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH558365916346,MS-c 277,Centre Oecuménique des Eglises - parcelle,Parcelle,22.11.2017,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c277.pdf,277.396659751001,485.394772047804,6.1291163058,46.2305900127
"227","1","27515","272",CH576390576508,Grand-Saconnex,"26","2434",26:2434,"14587",,"112017",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576390576508,MS-c 277,Centre Oecuménique des Eglises - parcelle,Parcelle,22.11.2017,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c277.pdf,933.267255545182,14586.8409102904,6.1270376245,46.2300826283
"228","1","27544","734",CH546365896094,Troinex,"44","10222",44:10222,"4584","0052019","0000000",terrestre,en vigueur,privé,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH546365896094,MS-c 116,"Meule ""La Rebatte"" à Troinex",Parcelle,"13.07.1949,13.05.1966","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c116.pdf,294.186220647854,4583.78270995189,6.1479490880,46.1593316989
"229","1","27581","140",CH668265637827,Satigny,"41","4514",41:4514,"7428",,"0000000",terrestre,en vigueur,privé,"128",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH668265637827,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,483.258180356387,7427.92726249168,5.9990777850,46.2185519540
"230","1","27779","726",CH196585186392,Bernex,"7","8118",7:8118,"1738","0092002","0092002",terrestre,en vigueur,privé,"42",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH196585186392,MS-c 241,Eglise Saint-Maurice ,"Maison, immeuble",29.04.1996,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c241.pdf,179.3221723623,1738.05808483766,6.0694955085,46.1737733782
"231","1","27865","818",CH584965638804,Dardagny,"20","24",20:24,"22303",,"0000000",terrestre,en vigueur,privé,"1",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH584965638804,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,598.334128689825,22302.8394418036,5.9967188176,46.2179638967
"232","1","27867","156",CH887365638929,Dardagny,"20","26",20:26,"2411",,"0000000",terrestre,en vigueur,privé,"1",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH887365638929,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,439.020491844432,2410.91500142654,5.9989213348,46.2195834050
"233","1","27918","536",CH508963606510,Dardagny,"20","1110",20:1110,"535","0042004","0042004",terrestre,en vigueur,DP cantonal,"1",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH508963606510,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,270.999067179134,534.914652699692,5.9987894458,46.2175357782
"234","1","27953","272",CH851465846382,Grand-Saconnex,"26","1391",26:1391,"4616","0042020","0062006",terrestre,en vigueur,DP communal,"7",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH851465846382,MS-c 277,Centre Oecuménique des Eglises - parcelle,Parcelle,22.11.2017,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c277.pdf,816.588283726486,4616.27418528296,6.1292219884,46.2298878289
"235","1","28000","610",CH176381196548,Dardagny,"20","577",20:577,"4013",,"0000000",terrestre,en vigueur,privé,"1",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH176381196548,MS-c 117,Bords de l'Allondon,Parcelle,01.04.1952,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c117.pdf,326.054765888492,4012.83095767918,5.9984903550,46.2183460526
"236","1","28034","372",CH516376658195,Pregny-Chambésy,"37","1858",37:1858,"80804","0102002","0102002",terrestre,en vigueur,privé,"36",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516376658195,MS-c 129,Propriété du Reposoir,Parcelle,11.07.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c129.pdf,1189.63284142364,80803.9045277531,6.1474360239,46.2319658765
